Entity,Label,Source_URL
The Red Dragon (Welsh: Y,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Ddraig Goch,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Welsh,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Almaty,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Kazakhstan,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Athens,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Belarus,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Barnaul,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Birmingham,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Slovakia,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Czech Republic,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Bucharest,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Chelyabinsk,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Cologne,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Dublin,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Düsseldorf,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Edinburgh,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Frankfurt,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Glasgow,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Istanbul,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Kazan,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Krasnodar,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Krasnoyarsk,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Minsk,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Munich,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Nizhny Novgorod,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Novosibirsk,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Prague,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Rome,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Don,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Samara,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Sofia,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Stuttgart,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Tyumen,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Vitebsk,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Volgograd,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Voronezh,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Yekaterinburg,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
1917,DATE,https://en.wikipedia.org/wiki/Flags_of_Europe
Kven,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Sami,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
1842,DATE,https://en.wikipedia.org/wiki/Flags_of_Europe
Sorbs,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
2013,DATE,https://en.wikipedia.org/wiki/Flags_of_Europe
Võros,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Historical British Commonwealth,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Kingdom of Cyprus,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Cyprus See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Great Britain,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
United Kingdom See,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
United States,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Kingdom of Iceland,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Malta See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Historical German-Roman Empire,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Holy Roman Empire,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
German Empire,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Weimar Republic,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
East Germany,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Austria See,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Nazi Germany,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Czech Republic See,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Danzig,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Kingdom of Italy See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Saar Protectorate,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Benelux Nations,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Belgium See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Luxembourg See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Netherlands See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
State,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
/ Kingdom,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Ottoman Empire,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
People's Socialist Republic of Albania,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
People's Republic of Bulgaria,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Denmark See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Finland See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Norway See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Sweden See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Historical Soviet,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Communist Republics,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Soviet Republic of Abkhazia,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Socialist Republic,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Artsakh,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Artsakh,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Democratic Republic of Azerbaijan,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
1920,DATE,https://en.wikipedia.org/wiki/Flags_of_Europe
Belarus See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Kuban People's Republic,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Latvia See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the Mountainous Republic,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Congress of Poland,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Romanian People's Republic,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Grand Duchy of,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Russian Empire,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Russian Soviet Republic,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Lithuanian Commonwealth,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Cossack Hetman,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Ukrainian,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Ukraine See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Yugoslavian Republics,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Principality of Serbia,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Principality of,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Montenegro/ Kingdom,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Kingdom of Serbia,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Yugoslavia,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Serbia See,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the Council for Mutual Economic Assistance,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the European Coal and Steel Community,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the Western European Union,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
The European Parliament,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the Council of Europe's,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the European Communities,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the European Union,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
k l m n o p,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Cyprus,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the Republic of Cyprus,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
East Thrace,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the City of London,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Continental,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
"the Holy Roman Empire
- List of Soviet",ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Scheidler,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Karl Hermann,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
1865-08-05,DATE,https://en.wikipedia.org/wiki/Flags_of_Europe
Illustrierte Zeitung,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
Leipzig,GPE,https://en.wikipedia.org/wiki/Flags_of_Europe
Central Intelligence Agency,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
2015-11-24,DATE,https://en.wikipedia.org/wiki/Flags_of_Europe
"Skyhorse Publishing, Inc.",ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
9781510700895,DATE,https://en.wikipedia.org/wiki/Flags_of_Europe
2016-10-08,DATE,https://en.wikipedia.org/wiki/Flags_of_Europe
valitsi maakuntalipun,PERSON,https://en.wikipedia.org/wiki/Flags_of_Europe
2020-06-12,DATE,https://en.wikipedia.org/wiki/Flags_of_Europe
Flags of Europe,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
Wikimedia Commons,ORG,https://en.wikipedia.org/wiki/Flags_of_Europe
the Zhou dynasty's,DATE,https://en.wikipedia.org/wiki/National_flag
the 11th century,DATE,https://en.wikipedia.org/wiki/National_flag
the Roman Empire,GPE,https://en.wikipedia.org/wiki/National_flag
the Black Standard,ORG,https://en.wikipedia.org/wiki/National_flag
Muhammad,PERSON,https://en.wikipedia.org/wiki/National_flag
the Abbasid Caliphate,ORG,https://en.wikipedia.org/wiki/National_flag
Angelino Dulcert,PERSON,https://en.wikipedia.org/wiki/National_flag
Portolan,ORG,https://en.wikipedia.org/wiki/National_flag
the 14th century AD,DATE,https://en.wikipedia.org/wiki/National_flag
the 13th century,DATE,https://en.wikipedia.org/wiki/National_flag
Genoa,GPE,https://en.wikipedia.org/wiki/National_flag
Venice,GPE,https://en.wikipedia.org/wiki/National_flag
William Gordon Perrin,PERSON,https://en.wikipedia.org/wiki/National_flag
Genoa,PERSON,https://en.wikipedia.org/wiki/National_flag
Netherlands,GPE,https://en.wikipedia.org/wiki/National_flag
the late 16th century,DATE,https://en.wikipedia.org/wiki/National_flag
Prinsenvlag,ORG,https://en.wikipedia.org/wiki/National_flag
the early 17th century,DATE,https://en.wikipedia.org/wiki/National_flag
the States-General of the Dutch Republic,ORG,https://en.wikipedia.org/wiki/National_flag
James VI,PERSON,https://en.wikipedia.org/wiki/National_flag
Scotland,GPE,https://en.wikipedia.org/wiki/National_flag
James I,PERSON,https://en.wikipedia.org/wiki/National_flag
12 April 1606,DATE,https://en.wikipedia.org/wiki/National_flag
England,GPE,https://en.wikipedia.org/wiki/National_flag
St George's Cross,ORG,https://en.wikipedia.org/wiki/National_flag
Saltire,PERSON,https://en.wikipedia.org/wiki/National_flag
St Andrew's,PERSON,https://en.wikipedia.org/wiki/National_flag
Great Britain,GPE,https://en.wikipedia.org/wiki/National_flag
the red Cross of St. Patrick,ORG,https://en.wikipedia.org/wiki/National_flag
1 January 1801,DATE,https://en.wikipedia.org/wiki/National_flag
Ireland,GPE,https://en.wikipedia.org/wiki/National_flag
the Cross of St. Patrick,ORG,https://en.wikipedia.org/wiki/National_flag
"flag,[4",ORG,https://en.wikipedia.org/wiki/National_flag
the late 18th century,DATE,https://en.wikipedia.org/wiki/National_flag
1777,DATE,https://en.wikipedia.org/wiki/National_flag
the United States,GPE,https://en.wikipedia.org/wiki/National_flag
Tricolor,PERSON,https://en.wikipedia.org/wiki/National_flag
the 19th and early 20th centuries,DATE,https://en.wikipedia.org/wiki/National_flag
Denmark,GPE,https://en.wikipedia.org/wiki/National_flag
the 14th-century,DATE,https://en.wikipedia.org/wiki/National_flag
1748,DATE,https://en.wikipedia.org/wiki/National_flag
Switzerland,GPE,https://en.wikipedia.org/wiki/National_flag
1889,DATE,https://en.wikipedia.org/wiki/National_flag
the Kingdom of the Netherlands,GPE,https://en.wikipedia.org/wiki/National_flag
Crown,ORG,https://en.wikipedia.org/wiki/National_flag
1789,DATE,https://en.wikipedia.org/wiki/National_flag
France,GPE,https://en.wikipedia.org/wiki/National_flag
Italy,GPE,https://en.wikipedia.org/wiki/National_flag
Romania,GPE,https://en.wikipedia.org/wiki/National_flag
Estonia,GPE,https://en.wikipedia.org/wiki/National_flag
Turkey,GPE,https://en.wikipedia.org/wiki/National_flag
1844,DATE,https://en.wikipedia.org/wiki/National_flag
the late 19th century,DATE,https://en.wikipedia.org/wiki/National_flag
1862,DATE,https://en.wikipedia.org/wiki/National_flag
Japan,GPE,https://en.wikipedia.org/wiki/National_flag
1870,DATE,https://en.wikipedia.org/wiki/National_flag
the 19th century,DATE,https://en.wikipedia.org/wiki/National_flag
Peru,GPE,https://en.wikipedia.org/wiki/National_flag
1820,DATE,https://en.wikipedia.org/wiki/National_flag
Bolivia,GPE,https://en.wikipedia.org/wiki/National_flag
1851,DATE,https://en.wikipedia.org/wiki/National_flag
Colombia,GPE,https://en.wikipedia.org/wiki/National_flag
1860,DATE,https://en.wikipedia.org/wiki/National_flag
Brazil,GPE,https://en.wikipedia.org/wiki/National_flag
1822,DATE,https://en.wikipedia.org/wiki/National_flag
the United Nations,ORG,https://en.wikipedia.org/wiki/National_flag
1949,DATE,https://en.wikipedia.org/wiki/National_flag
Die Bundesflagge,ORG,https://en.wikipedia.org/wiki/National_flag
the following year,DATE,https://en.wikipedia.org/wiki/National_flag
Flag Resolution,PERSON,https://en.wikipedia.org/wiki/National_flag
Serbia,GPE,https://en.wikipedia.org/wiki/National_flag
Yugoslavia,GPE,https://en.wikipedia.org/wiki/National_flag
1992,DATE,https://en.wikipedia.org/wiki/National_flag
2003,DATE,https://en.wikipedia.org/wiki/National_flag
2009,DATE,https://en.wikipedia.org/wiki/National_flag
2010,DATE,https://en.wikipedia.org/wiki/National_flag
1818,DATE,https://en.wikipedia.org/wiki/National_flag
Union,ORG,https://en.wikipedia.org/wiki/National_flag
1960,DATE,https://en.wikipedia.org/wiki/National_flag
Hawaii,GPE,https://en.wikipedia.org/wiki/National_flag
Germany,GPE,https://en.wikipedia.org/wiki/National_flag
the German Empire,GPE,https://en.wikipedia.org/wiki/National_flag
the North German Confederation,ORG,https://en.wikipedia.org/wiki/National_flag
1866,DATE,https://en.wikipedia.org/wiki/National_flag
The Weimar Republic,GPE,https://en.wikipedia.org/wiki/National_flag
1933,DATE,https://en.wikipedia.org/wiki/National_flag
West Germany,GPE,https://en.wikipedia.org/wiki/National_flag
East Germany,GPE,https://en.wikipedia.org/wiki/National_flag
East Germany's,GPE,https://en.wikipedia.org/wiki/National_flag
Libya,GPE,https://en.wikipedia.org/wiki/National_flag
the Kingdom of Libya,GPE,https://en.wikipedia.org/wiki/National_flag
1951,DATE,https://en.wikipedia.org/wiki/National_flag
1969,DATE,https://en.wikipedia.org/wiki/National_flag
Muammar Gaddafi,PERSON,https://en.wikipedia.org/wiki/National_flag
National Transitional Council,ORG,https://en.wikipedia.org/wiki/National_flag
the Libyan Civil War,ORG,https://en.wikipedia.org/wiki/National_flag
2011,DATE,https://en.wikipedia.org/wiki/National_flag
Armies,ORG,https://en.wikipedia.org/wiki/National_flag
Marine Corps,ORG,https://en.wikipedia.org/wiki/National_flag
Air Forces,ORG,https://en.wikipedia.org/wiki/National_flag
the United Kingdom,GPE,https://en.wikipedia.org/wiki/National_flag
Taiwan,GPE,https://en.wikipedia.org/wiki/National_flag
China,GPE,https://en.wikipedia.org/wiki/National_flag
Nordic,GPE,https://en.wikipedia.org/wiki/National_flag
Philippines,GPE,https://en.wikipedia.org/wiki/National_flag
Canada,GPE,https://en.wikipedia.org/wiki/National_flag
the Royal Canadian Navy's,ORG,https://en.wikipedia.org/wiki/National_flag
India,GPE,https://en.wikipedia.org/wiki/National_flag
Thailand,GPE,https://en.wikipedia.org/wiki/National_flag
the Italian Navy,ORG,https://en.wikipedia.org/wiki/National_flag
Nishaan,GPE,https://en.wikipedia.org/wiki/National_flag
Navy,ORG,https://en.wikipedia.org/wiki/National_flag
the Imperial Japanese Navy,ORG,https://en.wikipedia.org/wiki/National_flag
the Japan Maritime Self-Defense Force,ORG,https://en.wikipedia.org/wiki/National_flag
Royal Navy Thai Flag Naval,ORG,https://en.wikipedia.org/wiki/National_flag
Emblem,GPE,https://en.wikipedia.org/wiki/National_flag
Saudi Arabia,GPE,https://en.wikipedia.org/wiki/National_flag
Iraq,GPE,https://en.wikipedia.org/wiki/National_flag
Iran,GPE,https://en.wikipedia.org/wiki/National_flag
Afghanistan,GPE,https://en.wikipedia.org/wiki/National_flag
Czech Republic,GPE,https://en.wikipedia.org/wiki/National_flag
Greece,GPE,https://en.wikipedia.org/wiki/National_flag
Israel,GPE,https://en.wikipedia.org/wiki/National_flag
South Africa,GPE,https://en.wikipedia.org/wiki/National_flag
Austria,GPE,https://en.wikipedia.org/wiki/National_flag
Cambodia,GPE,https://en.wikipedia.org/wiki/National_flag
Dominica,GPE,https://en.wikipedia.org/wiki/National_flag
Hungary,GPE,https://en.wikipedia.org/wiki/National_flag
Liechtenstein,PERSON,https://en.wikipedia.org/wiki/National_flag
Mexico,GPE,https://en.wikipedia.org/wiki/National_flag
Montenegro,GPE,https://en.wikipedia.org/wiki/National_flag
Nepal,GPE,https://en.wikipedia.org/wiki/National_flag
Slovakia,ORG,https://en.wikipedia.org/wiki/National_flag
Malaysia,GPE,https://en.wikipedia.org/wiki/National_flag
Liechtenstein,GPE,https://en.wikipedia.org/wiki/National_flag
Slovakia,GPE,https://en.wikipedia.org/wiki/National_flag
width,GPE,https://en.wikipedia.org/wiki/National_flag
the Vatican City,GPE,https://en.wikipedia.org/wiki/National_flag
Paraguay,ORG,https://en.wikipedia.org/wiki/National_flag
Sahrawi Arab Democratic Republic,ORG,https://en.wikipedia.org/wiki/National_flag
quarter,DATE,https://en.wikipedia.org/wiki/National_flag
canton,GPE,https://en.wikipedia.org/wiki/National_flag
Colour,GPE,https://en.wikipedia.org/wiki/National_flag
Similarities,ORG,https://en.wikipedia.org/wiki/National_flag
Monaco,GPE,https://en.wikipedia.org/wiki/National_flag
Indonesia,GPE,https://en.wikipedia.org/wiki/National_flag
Luxembourg,GPE,https://en.wikipedia.org/wiki/National_flag
Chad,GPE,https://en.wikipedia.org/wiki/National_flag
Cuba,GPE,https://en.wikipedia.org/wiki/National_flag
Puerto Rico,GPE,https://en.wikipedia.org/wiki/National_flag
Mali,GPE,https://en.wikipedia.org/wiki/National_flag
Guinea,GPE,https://en.wikipedia.org/wiki/National_flag
Poland,GPE,https://en.wikipedia.org/wiki/National_flag
the Czech Republic,GPE,https://en.wikipedia.org/wiki/National_flag
Russia,GPE,https://en.wikipedia.org/wiki/National_flag
Slovenia,GPE,https://en.wikipedia.org/wiki/National_flag
Croatia,GPE,https://en.wikipedia.org/wiki/National_flag
Australia,GPE,https://en.wikipedia.org/wiki/National_flag
Iceland,GPE,https://en.wikipedia.org/wiki/National_flag
New Zealand,GPE,https://en.wikipedia.org/wiki/National_flag
Norway,GPE,https://en.wikipedia.org/wiki/National_flag
Cameroon,GPE,https://en.wikipedia.org/wiki/National_flag
Ethiopia,GPE,https://en.wikipedia.org/wiki/National_flag
Ghana,GPE,https://en.wikipedia.org/wiki/National_flag
Senegal,GPE,https://en.wikipedia.org/wiki/National_flag
Pan-Arab,ORG,https://en.wikipedia.org/wiki/National_flag
Egypt,GPE,https://en.wikipedia.org/wiki/National_flag
Sudan,GPE,https://en.wikipedia.org/wiki/National_flag
Yemen,GPE,https://en.wikipedia.org/wiki/National_flag
1946,DATE,https://en.wikipedia.org/wiki/National_flag
the International Maritime Organization,ORG,https://en.wikipedia.org/wiki/National_flag
Ecuador,GPE,https://en.wikipedia.org/wiki/National_flag
Venezuela,GPE,https://en.wikipedia.org/wiki/National_flag
Spain,GPE,https://en.wikipedia.org/wiki/National_flag
Francisco de Miranda,PERSON,https://en.wikipedia.org/wiki/National_flag
Kuwait,GPE,https://en.wikipedia.org/wiki/National_flag
Jordan,GPE,https://en.wikipedia.org/wiki/National_flag
Palestine,GPE,https://en.wikipedia.org/wiki/National_flag
Moldova,GPE,https://en.wikipedia.org/wiki/National_flag
Moldova,ORG,https://en.wikipedia.org/wiki/National_flag
USSR,GPE,https://en.wikipedia.org/wiki/National_flag
1991,DATE,https://en.wikipedia.org/wiki/National_flag
Moldovan,PERSON,https://en.wikipedia.org/wiki/National_flag
Greenland,GPE,https://en.wikipedia.org/wiki/National_flag
Nordic Cross,ORG,https://en.wikipedia.org/wiki/National_flag
Sweden,GPE,https://en.wikipedia.org/wiki/National_flag
Finland,GPE,https://en.wikipedia.org/wiki/National_flag
the Faroe Islands,GPE,https://en.wikipedia.org/wiki/National_flag
Åland,ORG,https://en.wikipedia.org/wiki/National_flag
The United States,GPE,https://en.wikipedia.org/wiki/National_flag
United Kingdom,GPE,https://en.wikipedia.org/wiki/National_flag
U.S.,GPE,https://en.wikipedia.org/wiki/National_flag
Liberia,GPE,https://en.wikipedia.org/wiki/National_flag
Fiji,GPE,https://en.wikipedia.org/wiki/National_flag
the Union Jack,ORG,https://en.wikipedia.org/wiki/National_flag
Federal Republic of Central America,ORG,https://en.wikipedia.org/wiki/National_flag
Perrin,GPE,https://en.wikipedia.org/wiki/National_flag
William Gordon,PERSON,https://en.wikipedia.org/wiki/National_flag
1922,DATE,https://en.wikipedia.org/wiki/National_flag
Cambridge University Press,ORG,https://en.wikipedia.org/wiki/National_flag
The World Factbook,ORG,https://en.wikipedia.org/wiki/National_flag
CIA,ORG,https://en.wikipedia.org/wiki/National_flag
30 July 2021,DATE,https://en.wikipedia.org/wiki/National_flag
28 January 2019,DATE,https://en.wikipedia.org/wiki/National_flag
"Worthington, Daryl",ORG,https://en.wikipedia.org/wiki/National_flag
17 October 2016,DATE,https://en.wikipedia.org/wiki/National_flag
29 January 2019,DATE,https://en.wikipedia.org/wiki/National_flag
Britannica,PERSON,https://en.wikipedia.org/wiki/National_flag
2021-11-08,DATE,https://en.wikipedia.org/wiki/National_flag
Historical Dictionary,ORG,https://en.wikipedia.org/wiki/National_flag
2008-04-21,DATE,https://en.wikipedia.org/wiki/National_flag
Den Store,PERSON,https://en.wikipedia.org/wiki/National_flag
Danske.,DATE,https://en.wikipedia.org/wiki/National_flag
2014,DATE,https://en.wikipedia.org/wiki/National_flag
2014-07-14,DATE,https://en.wikipedia.org/wiki/National_flag
2014-06-13,DATE,https://en.wikipedia.org/wiki/National_flag
1 January 2022,DATE,https://en.wikipedia.org/wiki/National_flag
Nelson,PERSON,https://en.wikipedia.org/wiki/National_flag
Phil,PERSON,https://en.wikipedia.org/wiki/National_flag
2005-12-31,DATE,https://en.wikipedia.org/wiki/National_flag
Flags Vertically,PERSON,https://en.wikipedia.org/wiki/National_flag
2010-12-17,DATE,https://en.wikipedia.org/wiki/National_flag
2011-02-20,DATE,https://en.wikipedia.org/wiki/National_flag
Theodorou,GPE,https://en.wikipedia.org/wiki/National_flag
Angelina E.,PERSON,https://en.wikipedia.org/wiki/National_flag
25 November 2014,DATE,https://en.wikipedia.org/wiki/National_flag
2024-04-03,DATE,https://en.wikipedia.org/wiki/National_flag
November 2014,DATE,https://en.wikipedia.org/wiki/National_flag
Christoph,PERSON,https://en.wikipedia.org/wiki/National_flag
Adrian Clark,PERSON,https://en.wikipedia.org/wiki/National_flag
Semi-Automatic Color Analysis,ORG,https://en.wikipedia.org/wiki/National_flag
Color Research and Application,ORG,https://en.wikipedia.org/wiki/National_flag
col.21853,GPE,https://en.wikipedia.org/wiki/National_flag
Atlas,PERSON,https://en.wikipedia.org/wiki/National_flag
17 July 2020,DATE,https://en.wikipedia.org/wiki/National_flag
18 January 2016,DATE,https://en.wikipedia.org/wiki/National_flag
17 February 2016,DATE,https://en.wikipedia.org/wiki/National_flag
"Italiana""",PERSON,https://en.wikipedia.org/wiki/National_flag
3 March 2016,DATE,https://en.wikipedia.org/wiki/National_flag
Ugo,ORG,https://en.wikipedia.org/wiki/National_flag
2008,DATE,https://en.wikipedia.org/wiki/National_flag
Scripta Maneant,PERSON,https://en.wikipedia.org/wiki/National_flag
978-88-95847-01-6,DATE,https://en.wikipedia.org/wiki/National_flag
Augusta,PERSON,https://en.wikipedia.org/wiki/National_flag
2005,DATE,https://en.wikipedia.org/wiki/National_flag
Presidenza del Consiglio,PERSON,https://en.wikipedia.org/wiki/National_flag
Ministri,PERSON,https://en.wikipedia.org/wiki/National_flag
Tarquinio,PERSON,https://en.wikipedia.org/wiki/National_flag
Marchetti Tricamo,ORG,https://en.wikipedia.org/wiki/National_flag
Giuseppe,PERSON,https://en.wikipedia.org/wiki/National_flag
Zagami,PERSON,https://en.wikipedia.org/wiki/National_flag
Andrea,PERSON,https://en.wikipedia.org/wiki/National_flag
2002,DATE,https://en.wikipedia.org/wiki/National_flag
degli italiani,PERSON,https://en.wikipedia.org/wiki/National_flag
della nostra bandiera,ORG,https://en.wikipedia.org/wiki/National_flag
Arnoldo Mondadori Editore,PERSON,https://en.wikipedia.org/wiki/National_flag
Fiorenza,PERSON,https://en.wikipedia.org/wiki/National_flag
Vecchio,GPE,https://en.wikipedia.org/wiki/National_flag
Giorgio,PERSON,https://en.wikipedia.org/wiki/National_flag
1999,DATE,https://en.wikipedia.org/wiki/National_flag
italiani e il tricolore,PERSON,https://en.wikipedia.org/wiki/National_flag
Il Mulino,PERSON,https://en.wikipedia.org/wiki/National_flag
88-15-07163-6,DATE,https://en.wikipedia.org/wiki/National_flag
Claudio,PERSON,https://en.wikipedia.org/wiki/National_flag
l'emblema,PERSON,https://en.wikipedia.org/wiki/National_flag
Comune,GPE,https://en.wikipedia.org/wiki/National_flag
SBN IT\ICCU\LO1\1355389,ORG,https://en.wikipedia.org/wiki/National_flag
3500,DATE,https://en.wikipedia.org/wiki/Flag
Egypt,GPE,https://en.wikipedia.org/wiki/Flag
Sassanid,ORG,https://en.wikipedia.org/wiki/Flag
Derafsh Kaviani,PERSON,https://en.wikipedia.org/wiki/Flag
Augustus Caesar's,ORG,https://en.wikipedia.org/wiki/Flag
Derafsh,GPE,https://en.wikipedia.org/wiki/Flag
Shahdad,PERSON,https://en.wikipedia.org/wiki/Flag
Shahdad,GPE,https://en.wikipedia.org/wiki/Flag
Iran,GPE,https://en.wikipedia.org/wiki/Flag
2400,DATE,https://en.wikipedia.org/wiki/Flag
Bronze Age,PERSON,https://en.wikipedia.org/wiki/Flag
the Zhou dynasty,DATE,https://en.wikipedia.org/wiki/Flag
Ancient China,ORG,https://en.wikipedia.org/wiki/Flag
China,GPE,https://en.wikipedia.org/wiki/Flag
Islam,ORG,https://en.wikipedia.org/wiki/Flag
the High Middle Ages,DATE,https://en.wikipedia.org/wiki/Flag
the Old Swiss Confederacy,ORG,https://en.wikipedia.org/wiki/Flag
the early 17th century,DATE,https://en.wikipedia.org/wiki/Flag
today,DATE,https://en.wikipedia.org/wiki/Flag
International,ORG,https://en.wikipedia.org/wiki/Flag
